REACTANT,REAGENT,PRODUCT,REACTION_TYPE
CC(C)CC(=O)Cl.Cc1cccc(C(=O)c2[nH]c3cc(Cl)ccc3c2N)c1,,Cc1cccc(C(=O)c2[nH]c3cc(Cl)ccc3c2NC(=O)CC(C)C)c1,not_reduction
CCOC(=O)CCN(C)C(=O)c1ccc(NC(c2sc3cc(C(F)(F)F)cnc3c2C)C2CCCCC2)cc1,C1CCOC1.CCO.[Na+].[OH-],Cc1c(C(Nc2ccc(C(=O)N(C)CCC(=O)O)cc2)C2CCCCC2)sc2cc(C(F)(F)F)cnc12,not_reduction
CS(=O)(=O)Cl.OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCN(CC)CC.ClCCl.O,CS(=O)(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,not_reduction
C=COC(=O)Cl.O=C1CCC(c2cccc(F)c2)(c2cccc(F)c2)C2CN(Cc3ccccc3)CC12,CC(C)OC(C)C.ClCCCl,C=COC(=O)N1CC2C(=O)CCC(c3cccc(F)c3)(c3cccc(F)c3)C2C1,not_reduction
Br.CCC(=O)c1ccc(Cl)nc1,Br.CC(=O)O,CC(Br)C(=O)c1ccc(Cl)nc1,not_reduction
COC(=O)c1cc(C=O)sc1NC(=O)c1ccc(OC)c(OC)c1,C1CCOC1.CN(C)C=O.[BH4-].[Na+],COC(=O)c1cc(CO)sc1NC(=O)c1ccc(OC)c(OC)c1,reduction
CC(C)COc1ccc(S(C)(=O)=O)cc1C(=O)O.CCS(=O)(=O)c1ccc2oc(N3CCNCC3)nc2c1,Cl,CCS(=O)(=O)c1ccc2oc(N3CCN(C(=O)c4cc(S(C)(=O)=O)ccc4OCC(C)C)CC3)nc2c1,not_reduction
CCC1Nc2cc(F)ccc2-n2cccc21.COc1cccc(C(=O)Cl)c1,,CCC1c2cccn2-c2ccc(F)cc2N1C(=O)c1cccc(OC)c1,not_reduction
CCC(=O)c1c(CC)[nH]c2cc(C(=O)OC)ccc12.Clc1ccccc1CBr,,CCC(=O)c1c(CC)n(Cc2ccccc2Cl)c2cc(C(=O)OC)ccc12,not_reduction
CC(C#N)c1cccc(N)c1.O=S(=O)(O)O,CCOC(C)=O.O.O=N[O-].[Na+],CC(C#N)c1cccc(O)c1,not_reduction
CCOC(=O)C1(C(=O)OCC)C(C(C)=O)C(=O)N1Cc1ccc(OC)cc1OC.OCCO,C1COCCO1.ClCCl.O,CCOC(=O)C1(C(=O)OCC)C(C2(C)OCCO2)C(=O)N1Cc1ccc(OC)cc1OC,not_reduction
CCOC1OC(=O)C=C1N=[N+]=[N-].c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCOC(C)=O.Cc1ccccc1,CCOC1OC(=O)C=C1N=P(c1ccccc1)(c1ccccc1)c1ccccc1,not_reduction
COC(=O)c1cc(F)c(F)c(OC)c1F,O,COC(=O)c1cc(F)c(F)c(O)c1F,not_reduction
CC(CN1CCCC1)N1c2ccccc2Sc2ccc(C(N)=S)cc21.CCCCCN,CCO.S,CCCCCNC(=S)c1ccc2c(c1)N(C(C)CN1CCCC1)c1ccccc1S2,not_reduction
COc1ccc([N+](=O)[O-])c(CCNC2CCN(Cc3ccccc3)CC2)c1,CO.O.[H][H].[Rh],COc1ccc(N)c(CCNC2CCN(Cc3ccccc3)CC2)c1,reduction
CC(C)(C)c1cccc(C2(NCC(O)C(Cc3cc(F)cc(F)c3)NCCCc3ccccc3C(=O)O)CCCCC2)c1,CN(C)C=O.O.O=C([O-])O.[Na+],CC(C)(C)c1cccc(C2(NCC(O)C(Cc3cc(F)cc(F)c3)N3CCCc4ccccc4C3=O)CCCCC2)c1,not_reduction
O=C1OCc2c1c(Cl)nc1ccccc21,CC(=O)O.CC(=O)[O-].[Na+],O=C1OCc2c1cnc1ccccc21,not_reduction
CC(C)(C)C(N)C(=O)O.O=C(Cl)Cc1ccccc1,Cl.[Na+].[OH-],CC(C)(C)C(NC(=O)Cc1ccccc1)C(=O)O,not_reduction
Cc1ccc(N=C=O)cc1.NC(=O)c1[nH]c2ncccc2c1-c1ccc(N)cc1,,Cc1ccc(NC(=O)Nc2ccc(-c3c(C(N)=O)[nH]c4ncccc34)cc2)cc1,not_reduction
CCCCN1CCN(S(C)(=O)=O)c2ccc(C(=O)O)cc21.CCc1cccc(CNCC(O)C(N)Cc2cc(F)cc(F)c2)c1,CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CO.Cl.ClCCl.F[P-](F)(F)(F)(F)F.On1nnc2ccccc21,CCCCN1CCN(S(C)(=O)=O)c2ccc(C(=O)NC(Cc3cc(F)cc(F)c3)C(O)CNCc3cccc(CC)c3)cc21,not_reduction
COc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(SC)c(C)c3)ccc2c1,BrB(Br)Br.CCOC(C)=O.CCOCC.Cl.O,CSc1ccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1C,not_reduction
Cc1oc(-c2ccc(Br)cc2)nc1CCOS(C)(=O)=O.FCC1CCNC1,CC#N.Cc1ccc(S(=O)(=O)O)cc1.O=C([O-])[O-].[I-].[K+].[K+].[K+],Cc1oc(-c2ccc(Br)cc2)nc1CCN1CCC(CF)C1,not_reduction
Brc1cnc2[nH]ccc2c1.CC(=O)Oc1cccc(C(=O)Cl)c1C,ClCCl.O.[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)Oc1cccc(C(=O)c2c[nH]c3ncc(Br)cc23)c1C,not_reduction
C=CCC1NC(=O)CC1C.C[O+](C)C,F[B-](F)(F)F,C=CCC1N=C(OC)CC1C,not_reduction
CC1(C)C2C=CC3(C)C(C2)C(=O)CCC13O,CCO,CC1(C)C2CCC3(C)C(C2)C(=O)CCC13O,not_reduction
CCOc1cc(C(C)(C)C#N)c(Cl)cc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)Cl.CCS(=O)(=O)N1CCNCC1,,CCOc1cc(C(C)(C)C#N)c(Cl)cc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CCN(S(=O)(=O)CC)CC1,not_reduction
CCCCCCC(C)OC(=O)c1ccc(OC(C)=O)c(F)c1,CCO.NCc1ccccc1,CCCCCCC(C)OC(=O)c1ccc(O)c(F)c1,not_reduction
Nc1ccc(CCC(=O)O)cc1,[Al+3].[H-].[H-].[H-].[H-].[Li+],Nc1ccc(CCCO)cc1,not_reduction
COc1c(N2CCOCC2)cc(C(C)=O)cc1C(C)(C)C.O=C1CCC(=O)N1Br,C1CCOC1.CCN(CC)CC,COc1c(N2CCOCC2)cc(C(=O)CBr)cc1C(C)(C)C,not_reduction
C=CC(N1C(=O)c2ccccc2C1=O)C(F)(F)CCC=O.C=C[Mg+],C1CCOC1.[Br-],C=CC(O)CCC(F)(F)C(C=C)N1C(=O)c2ccccc2C1=O,not_reduction
CCOC(OCC)c1ccc([Mg+])cc1.Clc1ccccc1-c1nnn(C2CCCCO2)n1,C1CCOC1.COC(C)(C)C.Clc1ccccc1-c1nnnn1C1CCCCO1.[Br-].[Cl-].[Cl-].[Zn+2],CCOC(OCC)c1ccc(-c2ccccc2-c2nnn(C3CCCCO3)n2)cc1,not_reduction
Cc1cc(C)c(S(=O)(=O)Nc2ccccc2CCl)c(C)c1.Cc1ccnc(-n2ccnc2S)c1,,Cc1ccnc(-n2ccnc2SCc2ccccc2NS(=O)(=O)c2c(C)cc(C)cc2C)c1,not_reduction
CC(C)(C)c1ccc(N)cc1.O=C(O)c1cc(Cl)nnc1Cl,CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.F[P-](F)(F)(F)(F)F,CC(C)(C)c1ccc(NC(=O)c2cc(Cl)nnc2Cl)cc1,not_reduction
CNC1CCCCC1.O=N[O-],CO.Cl.O.[Na+].[Na+].[OH-],CN(N)C1CCCCC1,not_reduction
CCOC(=O)C(Br)c1cccnc1.CN1CCNCC1,CCN(CC)CC.ClCCl,CCOC(=O)C(c1cccnc1)N1CCN(C)CC1,not_reduction
CC(C)I.CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(C)c1ccc(O)cc1,,CC(C)Oc1ccc(C2(C)C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)N2C)cc1,not_reduction
CCOC(=O)CC1(O)Cc2ccc(OC)cc2Cc2cc(F)ccc21,CCOC(=O)CC1(O)Cc2ccc(OC)cc2Cc2ccccc21,CCOC(=O)CC1Cc2ccc(OC)cc2Cc2cc(F)ccc21,not_reduction
O=C(c1ccccc1C(F)(F)F)N1CCN(Cc2ccccc2)CC1,CO.O=C[O-].[NH4+],O=C(c1ccccc1C(F)(F)F)N1CCNCC1,not_reduction
O=C(O)Cc1ccc(F)c(F)c1.O=S(Cl)Cl,ClCCCl,O=C(Cl)Cc1ccc(F)c(F)c1,not_reduction
CCOc1ncc(B(O)O)cn1.Cc1nn(C)cc1-n1c(=O)n(C)c2cnc3ccc(Br)cc3c21,,CCOc1ncc(-c2ccc3ncc4c(c3c2)n(-c2cn(C)nc2C)c(=O)n4C)cn1,not_reduction
O=C(O)Cn1cnc2c(=O)[nH]c(NC(=O)OC(c3ccccc3)c3ccccc3)nc21.O=C1CNCCN1S(=O)(=O)c1nc2ccccc2s1,O=C(O)C(F)(F)F,O=C(Nc1nc2c(ncn2CC(=O)N2CCN(S(=O)(=O)c3nc4ccccc4s3)C(=O)C2)c(=O)[nH]1)OC(c1ccccc1)c1ccccc1,not_reduction
CO.Cc1cccc(C)c1N1CC(C(=O)O)N(c2c(C)cccc2C)C1=N.Cl,Cl,COC(=O)C1CN(c2c(C)cccc2C)C(=N)N1c1c(C)cccc1C,not_reduction
CCOC(Cc1ccc(OCCc2ccc(N)cc2)cc1)C(=O)O.O=CO,C1CCOC1.CC(=O)OC(C)=O.Cl,CCOC(Cc1ccc(OCCc2ccc(NC=O)cc2)cc1)C(=O)O,not_reduction
CCc1ccc(C(=O)O)cc1.COc1cc(Cl)ccc1Br,CN(C)C=O.ClCCl.O.O=C(Cl)C(=O)Cl.[Al+3].[Cl-].[Cl-].[Cl-],CCc1ccc(C(=O)c2cc(Br)c(OC)cc2Cl)cc1,not_reduction
Nc1c(C(=O)O)cccc1[N+](=O)[O-],CO.[H][H],Nc1cccc(C(=O)O)c1N,reduction
CCC(F)(F)c1c(C(=O)O)noc1-c1ccccc1.Fc1nc(F)nc(F)n1,ClCCl.c1ccncc1,CCC(F)(F)c1c(C(=O)F)noc1-c1ccccc1,not_reduction
CCOC(=O)c1nc2n(c(=O)c1O)CCC1CC2(NC(=O)OCc2ccccc2)CO1.NCc1ccc(F)cc1,CCN(CC)CC.CCO,O=C(NC12COC(CCn3c1nc(C(=O)NCc1ccc(F)cc1)c(O)c3=O)C2)OCc1ccccc1,not_reduction
CCOC(=O)C(C)=Cc1cccc(-n2nc(C(C)(C)C)cc2N)c1,CO,CCOC(=O)C(C)Cc1cccc(-n2nc(C(C)(C)C)cc2N)c1,not_reduction
CC(C)CCNC(=O)c1ccc(N2CCC(N)C2)nn1.O=C(Cl)c1ccccc1C(F)(F)F,NC1C2CN(c3ccc(C(=O)NCCC4CC4)nn3)CC12,CC(C)CCNC(=O)c1ccc(N2CCC(NC(=O)c3ccccc3C(F)(F)F)C2)nn1,not_reduction
O=C1c2ccccc2C(=O)N1OCc1ccsc1Cl,CCO.NN,NOCc1ccsc1Cl,not_reduction
COc1ccc(SCCCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC.O=[Se]=O,,COc1ccc(SCCCN(C)CCCN2CCc3cc(OC)c(OC)cc3C(=O)C2=O)cc1OC,not_reduction
CC1COCCN1c1nc(-c2ccc(N)cc2)nc2c1CCN(c1ncccn1)C2.Cc1nnc(N)o1.Nc1ccc(-c2nc3c(c(N4CCOCC4)n2)CN(c2ncccn2)CC3)cc1,NCC1CC1,Cc1nnc(NC(=O)Nc2ccc(-c3nc4c(c(N5CCOCC5C)n3)CCN(c3ncccn3)C4)cc2)o1,not_reduction
CC(C)CB(CC(C)C)CC(C)C.Nc1ccccc1,CC(C)(C)C(=O)O.CC(C)C,CC(C)CB(CC(C)C)Nc1ccccc1,not_reduction
Cc1cc(Br)ccc1O.O=C([O-])[O-],C1CCOC1.CI.[K+].[K+],COc1ccc(Br)cc1C,not_reduction
COC(CCBr)OC.Cc1nc(C)c(-c2c[nH]c(=O)[nH]c2=O)o1,CN(C)C=O.O.O=C([O-])[O-].[K+].[K+],COC(CCn1cc(-c2oc(C)nc2C)c(=O)[nH]c1=O)OC,not_reduction
CC(C)(C)OC(=O)N1CCC(c2ccc(CCCO)cc2)C(OCc2ccc3ccccc3c2)C1.ClCc1ccccn1,,CC(C)(C)OC(=O)N1CCC(c2ccc(CCCOCc3ccccn3)cc2)C(OCc2ccc3ccccc3c2)C1,not_reduction
COC(=O)c1cc(C2CCCN2C(=O)OC(C)(C)C)c2oc(N3CCOCC3)cc(=O)c2c1,Cl.ClCCl,COC(=O)c1cc(C2CCCN2)c2oc(N3CCOCC3)cc(=O)c2c1,not_reduction
Cc1ccc([N+](=O)[O-])c(-c2nc(CN(C)C)no2)c1,C1COCCO1.O,Cc1ccc(N)c(-c2nc(CN(C)C)no2)c1,not_reduction
O=C(c1ccccc1)C1CC1.c1c[nH]cn1,ClCCl,C1=C(c2ccccc2)c2nccn2CC1,not_reduction
CC(C)(C)OC(=O)NCCN.CCOC(=O)c1nocc1-c1ccccc1,,CC(C)(C)OC(=O)NCCNC(=O)c1nocc1-c1ccccc1,not_reduction
CN(C(=O)OC(C)(C)C)C1CCN(CC2(C)Cn3cc([N+](=O)[O-])nc3O2)CC1.O=C(Cl)OCc1ccccc1,CCN(CC)CC.ClCCl.O.O=C(O)C(F)(F)F,CN(C(=O)OCc1ccccc1)C1CCN(CC2(C)Cn3cc([N+](=O)[O-])nc3O2)CC1,not_reduction
COc1cc(O)c(C=O)cc1-c1cccs1.C[SiH](C)OC(C(CO[Si](C)(C)C(C)(C)C)COS(C)(=O)=O)C(C)(C)C,CN(C)C=O.O.O=C([O-])[O-].[K+].[K+],COc1cc(OCC(CO[Si](C)(C)C(C)(C)C)C(O[SiH](C)C)C(C)(C)C)c(C=O)cc1-c1cccs1,not_reduction
CCOC(=O)c1cc(Br)nc2[nH]ncc12.Cc1cc(C)c(CN)c(=O)[nH]1,CCO.CS(C)=O.[Na+].[OH-],Cc1cc(C)c(CNC(=O)c2cc(Br)nc3[nH]ncc23)c(=O)[nH]1,not_reduction
CC(C)Nc1ccc(Cl)nc1.CCOc1ccc(N)cn1,CC(C)=O,CCOc1ccc(NC(C)C)cn1,not_reduction
CCOC(=O)c1ccc(NC)cc1.O=Cc1ccccc1,CCN(CC)CC.ClB(Cl)Cl.O.c1ccccc1,CCOC(=O)c1ccc(NC)c(C(O)c2ccccc2)c1,not_reduction
CCCCC(CNOCc1ccccc1)C(=O)NC(C(=O)c1nccn1C)C(C)(C)C.O=CCC(=O)OC(=O)CC=O,ClCCl,CCCCC(CN(C=O)OCc1ccccc1)C(=O)NC(C(=O)c1nccn1C)C(C)(C)C,not_reduction
CC(=O)O.CCOC(=O)c1cc2oc3ccc(Cl)cc3c(=O)c2nc1N,O.O=N[O-].[Na+],CCOC(=O)c1cc2oc3ccc(Cl)cc3c(=O)c2nc1O,not_reduction
CC(C)Oc1ccc(OCc2ccccc2)cc1-c1nc2ccc(CCl)nc2[nH]1.N#C[K],CN(C)C=O.O,CC(C)Oc1ccc(OCc2ccccc2)cc1-c1nc2ccc(CC#N)nc2[nH]1,not_reduction
CC(C)(C)CC(C[N+](=O)[O-])C1C(=O)Nc2cc(Cl)ccc21,CO.[Cl-].[NH4+].[Zn],CC(C)(C)CC(CN)C1C(=O)Nc2cc(Cl)ccc21,not_reduction
CCN1C(=O)CCC(C)(C)c2cc(N)ccc21.CNC(=O)c1cccc(F)c1Nc1nc(Cl)ncc1Cl,CC(C)O,CCN1C(=O)CCC(C)(C)c2cc(Nc3ncc(Cl)c(Nc4c(F)cccc4C(=O)NC)n3)ccc21,not_reduction
Brc1cccnc1.CC(C)(C)OC(=O)N1CCC2(CCNCC2)CC1,CC(=O)[O-].CC(=O)[O-].Cc1ccccc1.Cl.[Pd+2].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,CC(C)(C)OC(=O)N1CCC2(CC1)CCN(c1cccnc1)CC2,not_reduction
CC(CO)Nc1nc(Cl)ncc1-c1cccs1.CS(=O)(=NC(=O)Nc1cccnc1)c1ccc(N)cc1,,CC(CO)Nc1nc(Nc2ccc(S(C)(=O)=NC(=O)Nc3cccnc3)cc2)ncc1-c1cccs1,not_reduction
C=C(C)CBr.Cc1cc(C)c(C)c(O)c1,CCOC(C)=O.CN(C)C=O.O.O=C([O-])[O-].[K+].[K+],C=C(C)COc1cc(C)cc(C)c1C,not_reduction
COCCOc1cc(C(=O)OC)ccc1OC.O=[N+]([O-])O,CC(=O)O.CC(=O)OC(C)=O,COCCOc1cc(C(=O)OC)c([N+](=O)[O-])cc1OC,not_reduction
CC1COc2c(F)c(F)cc3c(=O)c(C(=O)O)cn1c23.CN1CCNCC1,CS(C)=O,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,not_reduction
C[Si](C)(C)Cl.Fc1cc(F)cc(Cl)c1,C1CCOC1.[Cl-].[Li]CCCC.[NH4+],C[Si](C)(C)c1c(F)cc(Cl)cc1F,not_reduction
CC(C)CCC(O)C(C)C1CCC2C3=CC=C4CC(OC5CCCCO5)CC(OC5CCCCO5)C4(C)C3CCC21C.CS(=O)(=O)Cl,O.c1ccncc1,CC(C)CCC(OS(C)(=O)=O)C(C)C1CCC2C3=CC=C4CC(OC5CCCCO5)CC(OC5CCCCO5)C4(C)C3CCC21C,not_reduction
CCCBr.O=C1Nc2ccccc2Sc2ccccc21,CN(C)C=O.[H-].[Na+],CCCN1C(=O)c2ccccc2Sc2ccccc21,not_reduction
CS(=O)(=O)Cl.Nc1ncnn2c(C3CCCNCC3)cc(-c3ccc4cn(Cc5ccccc5)nc4c3)c12,CCN(C(C)C)C(C)C.CN(C)C=O,CS(=O)(=O)N1CCCC(c2cc(-c3ccc4cn(Cc5ccccc5)nc4c3)c3c(N)ncnn23)CC1,not_reduction
COC(=O)c1cccc2oc(N3C(C)CN(C(=O)N4CCCCC4)CC3C)nc12,[I-].[Li+].c1ccncc1,CC1CN(C(=O)N2CCCCC2)CC(C)N1c1nc2c(C(=O)O)cccc2o1,not_reduction
CC(=O)OCC(=O)Cl.CC(C)CN1CCC2(CC1)CCN(Cc1ccc(CNCC(Cc3nccn3COCC[Si](C)(C)C)Cc3nccn3COCC[Si](C)(C)C)cc1)C2,CCN(CC)CC.ClCCl.O,CC(=O)OCC(=O)N(Cc1ccc(CN2CCC3(CCN(CC(C)C)CC3)C2)cc1)CC(Cc1nccn1COCC[Si](C)(C)C)Cc1nccn1COCC[Si](C)(C)C,not_reduction
COC(=O)c1cc(Br)cc2c1c(C)cn2C(C)C.N#C[Zn]C#N,CCOC(C)=O.CN(C)C=O.O=C([O-])[O-].[Na+].[Na+],COC(=O)c1cc(C#N)cc2c1c(C)cn2C(C)C,not_reduction
CCN1CCNCC1.O=C(CCc1cccc(Oc2ccnc(NC(=O)CCl)c2)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,CN(C)C=O.O=C([O-])[O-].[K+].[K+],CCN1CCN(CC(=O)Nc2cc(Oc3cccc(CCC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3)ccn2)CC1,not_reduction
Nc1ccc(O)cc1.O=C1C=CC(=O)O1,CN(C)C=O.O,O=C1C=CC(=O)N1c1ccc(O)cc1,not_reduction
CC(C)(C)OC(=O)C=Cc1ccc(C(=C2CCCCCC2)c2ccccc2)cc1,ClCCl.O=C(O)C(F)(F)F,O=C(O)C=Cc1ccc(C(=C2CCCCCC2)c2ccccc2)cc1,not_reduction
COc1ccc2[nH]c(CO)nc2c1.O=S(Cl)Cl,ClCCl,COc1ccc2[nH]c(CCl)nc2c1,not_reduction
CC(=O)Cl.COc1ccc(-c2cnc(N)c(Cc3ccccc3)n2)cc1,ClC(Cl)Cl.O=C([O-])O.[Na+].c1ccncc1,COc1ccc(-c2cnc(NC(C)=O)c(Cc3ccccc3)n2)cc1,not_reduction
CC(C)(CCC(=O)O)C(=O)O.NC(N)=O,O,CC1(C)CCC(=O)NC1=O,not_reduction
CO.N#CC(c1ccnc(Cl)n1)c1nc2ccccc2s1,CCN(CC)CC,COc1nccc(C(C#N)c2nc3ccccc3s2)n1,not_reduction
CCC(=O)CC(=O)OC.Fc1ccc(CBr)c(F)c1,C1CCOC1.CC(C)(C)O.CC(C)(C)[O-].O.[K+],CCC(=O)C(Cc1ccc(F)cc1F)C(=O)OC,not_reduction
C#CCOC.COC(=O)c1cc(I)c(C(F)(F)F)cc1N,C1COCCO1.CCN(CC)CC.[Cu]I,COCC#Cc1cc(C(=O)OC)c(N)cc1C(F)(F)F,not_reduction
CNCC(=O)OC.COCc1cc(-c2nc(-c3ccc(C(=O)Cl)c(F)c3)no2)ccc1-c1ccccc1C,C1CCOC1.CN(C)C=O.Cl.[N-]=C=O,COCc1cc(-c2nc(-c3ccc(C(=O)N(C)CC(=O)OC)c(F)c3)no2)ccc1-c1ccccc1C,not_reduction
CC(C)(C)OC(=O)c1ccc(-c2ccccc2)cc1NC(=O)c1cc(-c2cncnc2)ccc1O,ClCCl.O=C(O)C(F)(F)F,O=C(Nc1cc(-c2ccccc2)ccc1C(=O)O)c1cc(-c2cncnc2)ccc1O,not_reduction
Cc1c(C(F)(F)F)nn(C(C)C)c1O.FC(F)Cl,CC(C)O.O.[K+].[OH-],Cc1c(C(F)(F)F)nn(C(C)C)c1OC(F)F,not_reduction
CC(=O)Cl.CC1(C)CCCNc2cc([N+](=O)[O-])ccc21,ClCCl.O.O=C([O-])O.[Na+],CC(=O)N1CCCC(C)(C)c2ccc([N+](=O)[O-])cc21,not_reduction
CS(=O)(=O)Cl.O=C1NC(=O)c2ccccc2C1=CNc1ccc(CO)cc1,CCN(CC)CC.CN(C)C=O,CS(=O)(=O)OCc1ccc(NC=C2C(=O)NC(=O)c3ccccc32)cc1,not_reduction
CCI.O=c1c(O)cn(-c2cccc(C(F)(F)F)c2)nc1-c1ccnn1-c1ccccc1,CN(C)C=O.O.O=C([O-])[O-].[K+].[K+],CCOc1cn(-c2cccc(C(F)(F)F)c2)nc(-c2ccnn2-c2ccccc2)c1=O,not_reduction
CC(=O)NCC1CN(c2cc(F)c(N3CC(=NO)C4(CC4)C3)c(F)c2)C(=O)O1.CCBr,CN(C)C=O.[K+].[OH-],CCON=C1CN(c2c(F)cc(N3CC(CNC(C)=O)OC3=O)cc2F)CC12CC2,not_reduction
COc1ccc(CSc2nc(Cl)cc(Cl)n2)cc1.Cc1cc(N)n[nH]1,CCN(C(C)C)C(C)C.[I-].[Na+],COc1ccc(CSc2nc(Cl)cc(Nc3cc(C)n[nH]3)n2)cc1,not_reduction
Cc1ccc(N(CC(=O)O)S(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1.OCCNCCO,,Cc1ccc(N(CC(=O)N(CCO)CCO)S(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1,not_reduction
Cc1cc(CO)nc2c1[nH]c(=O)n2-c1cc(S(=O)(=O)N2CCCCc3ccccc32)ccc1Cl,CCOC(C)=O.CN(C)C=O,Cc1cc(C=O)nc2c1[nH]c(=O)n2-c1cc(S(=O)(=O)N2CCCCc3ccccc32)ccc1Cl,not_reduction
CN.O=C([O-])c1c(O)cccc1O,C1CCOC1,CNC(=O)c1c(O)cccc1O,not_reduction
COc1cc(OCCN(C)C)ccc1[N+](=O)[O-],CCOC(C)=O.[H][H],COc1cc(OCCN(C)C)ccc1N,reduction
COC(=O)NCCc1ccc(Cl)c(CN(C(=O)OC(C)(C)C)C2CC2)c1,Cl.ClCCl,COC(=O)NCCc1ccc(Cl)c(CNC2CC2)c1,not_reduction
COc1ccc2c(c1)C(CCC(=O)O)c1ccccc1-2.O=S(Cl)Cl,,COc1ccc2c(c1)C(CCC(=O)Cl)c1ccccc1-2,not_reduction
CCCCOC(=O)c1nc(N2CCC(NC(=O)c3nc(Cl)c(CC)[nH]3)C(OCC)C2)oc1C,C1CCOC1.CO.[Li+].[OH-],CCOC1CN(c2nc(C(=O)O)c(C)o2)CCC1NC(=O)c1nc(Cl)c(CC)[nH]1,not_reduction
Cc1ccc(NC(=O)OC(C)(C)C)cc1Oc1ccc2nc(NC(=O)C3CC3)nn2c1,O=C(O)C(F)(F)F,Cc1ccc(N)cc1Oc1ccc2nc(NC(=O)C3CC3)nn2c1,not_reduction
CCN=C=NCCCN(C)C.COC(=O)c1c(-c2ccccc2)c2cc(C(=O)O)ccc2c(=O)n1Cc1ccc(C(=O)OC(C)(C)C)cc1,C1CCOC1.CCN(CC)CC.Cl.O.O.On1nnc2ccccc21.[Cl-].[NH4+],COC(=O)c1c(-c2ccccc2)c2cc(C(N)=O)ccc2c(=O)n1Cc1ccc(C(=O)OC(C)(C)C)cc1,not_reduction
CC(C)(C)OC(=O)N1CC(n2nccc2-c2cc(Cl)ccc2O)C1.COc1ccc(CN(c2ncns2)S(=O)(=O)c2cc(F)c(F)cc2F)c(OC)c1,CCOC(C)=O.COC(C)(C)C.CS(C)=O.ClCCl.O.O=C([O-])[O-].[K+].[K+],COc1ccc(CN(c2ncns2)S(=O)(=O)c2cc(F)c(Oc3ccc(Cl)cc3-c3ccnn3C3CN(C(=O)OC(C)(C)C)C3)cc2F)c(OC)c1,not_reduction
N#Cc1ccccc1-n1cncn1,CCO,NCc1ccccc1-n1cncn1,not_reduction
COc1cccc(CSc2ccc(Cl)cc2NS(=O)(=O)c2cc3ccccc3o2)c1,BrB(Br)Br.CCOC(C)=O.ClCCl,O=S(=O)(Nc1cc(Cl)ccc1SCc1cccc(O)c1)c1cc2ccccc2o1,not_reduction
Clc1ccc2ccccc2n1.O=[N+]([O-])c1ccc(O)cc1,CN(C)C=O.O.[H-].[Na+],O=[N+]([O-])c1ccc(Oc2ccc3ccccc3n2)cc1,not_reduction
O=C=NC(=O)C(c1ccccc1)c1ccccc1.OC1CCCC1,,O=C(NC(=O)C(c1ccccc1)c1ccccc1)OC1CCCC1,not_reduction
CC(C)N(CCN1C(=O)C(=O)c2ccccc21)C(C)C.CNC(=O)NN,CC(=O)O.CCO.O,CNC(=O)NN=C1C(=O)N(CCN(C(C)C)C(C)C)c2ccccc21,not_reduction
CC(=O)Cl.N#CC1(c2cccc(C(=O)Nc3cccc(Oc4ccc5nc(N)sc5c4)c3)c2)CC1,C1CCOC1.CCN(CC)CC.CCOC(C)=O.O,CC(=O)Nc1nc2ccc(Oc3cccc(NC(=O)c4cccc(C5(C#N)CC5)c4)c3)cc2s1,not_reduction
Cc1cccc(C2CC2)c1[O-].Oc1cc(Cl)nnc1Cl,Cc1cccc(C2CC2)c1O.Cc1ccccc1.O.OC1CCCCC1.[Na+],Cc1cccc(C2CC2)c1Oc1nnc(Cl)cc1O,not_reduction
C[O-].Fc1ccc(C(F)(F)F)cc1OCc1ccccc1,CO.[Na+],COc1ccc(C(F)(F)F)cc1OCc1ccccc1,not_reduction
CC1=CC(=C(C#N)C#N)C=C(C)O1.CCCCC(CC)CN,,CCCCC(CC)CN1C(C)=CC(=C(C#N)C#N)C=C1C,not_reduction
